date,rank,code,score,true_open_return
2025-01-10,1,002266.SZ,-0.027968689799308777,0.33898305892944336
2025-01-10,2,600871.SH,-0.029994942247867584,0.5181347131729126
2025-01-10,3,600617.SH,-0.03202791512012482,0.395256906747818
2025-01-10,4,000926.SZ,-0.0339973047375679,0.0
2025-01-10,5,601005.SH,-0.03782816231250763,0.0
2025-01-10,6,002285.SZ,-0.04167419672012329,0.0
2025-01-10,7,600343.SH,-0.04887527972459793,-0.18850141763687134
2025-01-10,8,600157.SH,-0.05548405647277832,-0.6211180090904236
2025-01-10,9,601868.SH,-0.05569153279066086,0.0
2025-01-10,10,002980.SZ,-0.060732096433639526,0.32258063554763794
2025-01-10,11,600586.SH,-0.06153016537427902,0.19083969295024872
2025-01-10,12,002451.SZ,-0.06175058335065842,-0.16233766078948975
2025-01-10,13,000510.SZ,-0.06356100738048553,-0.2747252881526947
2025-01-10,14,603192.SH,-0.06396203488111496,0.2722940742969513
2025-01-10,15,601002.SH,-0.06413577497005463,0.0
2025-01-10,16,601158.SH,-0.06418086588382721,0.0
2025-01-10,17,002862.SZ,-0.06529268622398376,8.433734893798828
2025-01-10,18,002420.SZ,-0.06531435996294022,0.0
2025-01-10,19,000096.SZ,-0.0655021071434021,-0.17050299048423767
2025-01-10,20,601615.SH,-0.0655895471572876,0.0
2025-01-13,1,600239.SH,-0.041431717574596405,-0.40816327929496765
2025-01-13,2,603308.SH,-0.047891005873680115,-0.5632039904594421
2025-01-13,3,000545.SZ,-0.04833851009607315,-1.9417475461959839
2025-01-13,4,000927.SZ,-0.04869137704372406,-0.8130081295967102
2025-01-13,5,002778.SZ,-0.04939841479063034,-1.2276785373687744
2025-01-13,6,600989.SH,-0.06064728647470474,0.3021148145198822
2025-01-13,7,600663.SH,-0.06165701895952225,-1.1627906560897827
2025-01-13,8,603798.SH,-0.06327188014984131,-1.2373453378677368
2025-01-13,9,002012.SZ,-0.06676434725522995,-0.460829496383667
2025-01-13,10,603848.SH,-0.068070188164711,-0.23130300641059875
2025-01-13,11,600378.SH,-0.06840964406728745,-0.8704062104225159
2025-01-13,12,000933.SZ,-0.06874194741249084,-0.8087810277938843
2025-01-13,13,002798.SZ,-0.07130446285009384,-0.2958579957485199
2025-01-13,14,603191.SH,-0.07205472886562347,-0.4604758322238922
2025-01-13,15,605196.SH,-0.07214593887329102,-1.0135135650634766
2025-01-13,16,002124.SZ,-0.07219299674034119,-1.4134275913238525
2025-01-13,17,001328.SZ,-0.07257623225450516,-2.2974963188171387
2025-01-13,18,603306.SH,-0.07306127995252609,-1.8209877014160156
2025-01-13,19,002532.SZ,-0.0743660181760788,-0.9756097793579102
2025-01-13,20,002837.SZ,-0.07492653280496597,-1.5877147912979126
2025-01-14,1,002310.SZ,0.009860463440418243,2.7322404384613037
2025-01-14,2,600375.SH,0.008366663008928299,1.923076868057251
2025-01-14,3,603959.SH,-0.014830529689788818,1.8099547624588013
2025-01-14,4,000751.SZ,-0.02967970073223114,-0.35971224308013916
2025-01-14,5,600759.SH,-0.032267846167087555,-1.3333333730697632
2025-01-14,6,000933.SZ,-0.063478983938694,-0.05586592108011246
2025-01-14,7,600663.SH,-0.06680791079998016,0.6872852444648743
2025-01-14,8,600511.SH,-0.06718235462903976,0.5215123891830444
2025-01-14,9,000912.SZ,-0.06948307156562805,0.23474177718162537
2025-01-14,10,601168.SH,-0.07071731984615326,-0.2906976640224457
2025-01-14,11,600688.SH,-0.07088340818881989,0.0
2025-01-14,12,600572.SH,-0.07110258936882019,0.0
2025-01-14,13,001965.SZ,-0.07204916328191757,-0.3802281320095062
