date,rank,code,score,true_open_return
2025-01-10,1,603556.SH,0.10803108662366867,-0.2864508628845215
2025-01-10,2,002749.SZ,0.09803988039493561,-0.6428571343421936
2025-01-10,3,600312.SH,0.09687677025794983,-0.2275312840938568
2025-01-10,4,600388.SH,0.0795372948050499,0.0
2025-01-10,5,600875.SH,0.07785900682210922,-0.47879618406295776
2025-01-10,6,601398.SH,0.0777895376086235,0.14903129637241364
2025-01-10,7,600015.SH,0.07679551094770432,0.0
2025-01-10,8,000776.SZ,0.07116622477769852,0.06535948067903519
2025-01-10,9,000885.SZ,0.06741588562726974,-0.24311183393001556
2025-01-10,10,601717.SH,0.06606197357177734,0.0
2025-01-10,11,600282.SH,0.0657179057598114,0.8869179487228394
2025-01-10,12,601088.SH,0.06532944738864899,-0.1769016981124878
2025-01-10,13,600867.SH,0.06448031961917877,0.4016064405441284
2025-01-10,14,603163.SH,0.06304708868265152,-0.6562158465385437
2025-01-10,15,002051.SZ,0.06250128895044327,-0.13458950817584991
2025-01-10,16,002731.SZ,0.06124439090490341,0.0
2025-01-10,17,002088.SZ,0.05782551318407059,-0.16433854401111603
2025-01-10,18,601126.SH,0.057492561638355255,0.669914722442627
2025-01-10,19,600917.SH,0.05624794214963913,-0.17574691772460938
2025-01-10,20,603358.SH,0.05623955279588699,-2.515923500061035
2025-01-13,1,002425.SZ,0.16908034682273865,-4.629629611968994
2025-01-13,2,601398.SH,0.08955689519643784,-0.14992503821849823
2025-01-13,3,600028.SH,0.08737146854400635,0.476947546005249
2025-01-13,4,000543.SZ,0.0860406681895256,-0.8746355772018433
2025-01-13,5,603848.SH,0.08322024345397949,-0.23130300641059875
2025-01-13,6,600312.SH,0.08289631456136703,-1.0582010746002197
2025-01-13,7,600000.SH,0.08234801143407822,-0.6910167932510376
2025-01-13,8,001223.SZ,0.08086490631103516,-0.2300613522529602
2025-01-13,9,002010.SZ,0.07662709057331085,-0.48543688654899597
2025-01-13,10,600339.SH,0.07224511355161667,0.6024096608161926
2025-01-13,11,600248.SH,0.07151912152767181,-0.7228915691375732
2025-01-13,12,600874.SH,0.07116545736789703,0.0
2025-01-13,13,000883.SZ,0.07069625705480576,0.6465517282485962
2025-01-13,14,002034.SZ,0.07045724242925644,-0.07117437571287155
2025-01-13,15,600007.SH,0.06962522864341736,-0.38726332783699036
2025-01-13,16,600098.SH,0.06893546134233475,-0.3350083827972412
2025-01-13,17,002082.SZ,0.06872741878032684,0.15772870182991028
2025-01-13,18,600690.SH,0.06803131103515625,-0.8095740675926208
2025-01-13,19,002144.SZ,0.06740599125623703,-0.6172839403152466
2025-01-13,20,002004.SZ,0.06719213724136353,-0.47058823704719543
2025-01-14,1,603179.SH,0.12269410490989685,-0.10869564861059189
2025-01-14,2,603277.SH,0.10079646110534668,0.714886486530304
2025-01-14,3,600233.SH,0.0864630863070488,0.9687034487724304
2025-01-14,4,001965.SZ,0.08048956841230392,-0.3802281320095062
2025-01-14,5,000543.SZ,0.07696526497602463,0.0
2025-01-14,6,603279.SH,0.0668250024318695,0.0
2025-01-14,7,000883.SZ,0.05841661989688873,0.43290042877197266
2025-01-14,8,002270.SZ,0.05685783177614212,0.3048780560493469
2025-01-14,9,603193.SH,0.056201763451099396,0.16799664497375488
2025-01-14,10,601369.SH,0.05526188015937805,0.2544529139995575
2025-01-14,11,002895.SZ,0.05427030473947525,0.04664178937673569
