date,K,n_hold,gross_ret,net_ret,buy_cost,sell_cost,roundtrip_cost,is_trade_day,trade_rule,equity
2025-01-10,10,10,0.0008704138696193695,-0.00044958613038063053,0.00041,0.00091,0.00132,1,Buy@Close(t) Sell@Open(t+1) | EqualWeightOnRemaining,0.9995504138696194
2025-01-13,10,10,-0.008417733609676362,-0.009737733609676362,0.00041,0.00091,0.00132,1,Buy@Close(t) Sell@Open(t+1) | EqualWeightOnRemaining,0.9898170582099153
2025-01-14,10,10,0.01062534460425377,0.00930534460425377,0.00041,0.00091,0.00132,1,Buy@Close(t) Sell@Open(t+1) | EqualWeightOnRemaining,0.9990276470317272
2025-01-15,10,10,0.005160384893417358,0.003840384893417358,0.00041,0.00091,0.00132,1,Buy@Close(t) Sell@Open(t+1) | EqualWeightOnRemaining,1.0028642977154942
2025-01-16,10,10,0.002373189300298691,0.0010531893002986908,0.00041,0.00091,0.00132,1,Buy@Close(t) Sell@Open(t+1) | EqualWeightOnRemaining,1.0039205036634997
2025-01-17,10,10,-0.0013804406635463237,-0.002700440663546324,0.00041,0.00091,0.00132,1,Buy@Close(t) Sell@Open(t+1) | EqualWeightOnRemaining,1.0012094759124388
2025-01-20,10,10,0.008092177063226699,0.006772177063226699,0.00041,0.00091,0.00132,1,Buy@Close(t) Sell@Open(t+1) | EqualWeightOnRemaining,1.0079898437606982
2025-01-21,10,10,0.00500384533405304,0.0036838453340530403,0.00041,0.00091,0.00132,1,Buy@Close(t) Sell@Open(t+1) | EqualWeightOnRemaining,1.011703122443409
2025-01-22,10,10,-0.00032826881855726206,-0.001648268818557262,0.00041,0.00091,0.00132,1,Buy@Close(t) Sell@Open(t+1) | EqualWeightOnRemaining,1.0100355637330485
2025-01-23,10,10,0.006330588191747666,0.005010588191747666,0.00041,0.00091,0.00132,1,Buy@Close(t) Sell@Open(t+1) | EqualWeightOnRemaining,1.0150964360019346
2025-01-24,10,10,0.003190277993679046,0.0018702779936790462,0.00041,0.00091,0.00132,1,Buy@Close(t) Sell@Open(t+1) | EqualWeightOnRemaining,1.016994948527651
2025-01-27,10,10,0.0011942671835422514,-0.00012573281645774856,0.00041,0.00091,0.00132,1,Buy@Close(t) Sell@Open(t+1) | EqualWeightOnRemaining,1.0168670788884493
2025-02-05,10,10,0.006290880836546419,0.004970880836546419,0.00041,0.00091,0.00132,1,Buy@Close(t) Sell@Open(t+1) | EqualWeightOnRemaining,1.0219218039642108
2025-02-06,10,10,0.0007035683989524843,-0.0006164316010475157,0.00041,0.00091,0.00132,1,Buy@Close(t) Sell@Open(t+1) | EqualWeightOnRemaining,1.0212918590704478
2025-02-07,10,10,0.0010620506703853607,-0.00025794932961463934,0.00041,0.00091,0.00132,1,Buy@Close(t) Sell@Open(t+1) | EqualWeightOnRemaining,1.0210284175200597
2025-02-10,10,10,-0.004327717751264571,-0.005647717751264571,0.00041,0.00091,0.00132,1,Buy@Close(t) Sell@Open(t+1) | EqualWeightOnRemaining,1.015261937201886
2025-02-11,10,10,0.00668079262971878,0.00536079262971878,0.00041,0.00091,0.00132,1,Buy@Close(t) Sell@Open(t+1) | EqualWeightOnRemaining,1.020704545912072
2025-02-12,10,10,0.003925875585526228,0.002605875585526228,0.00041,0.00091,0.00132,1,Buy@Close(t) Sell@Open(t+1) | EqualWeightOnRemaining,1.0233643749683
2025-02-13,10,10,0.0035408024266362194,0.0022208024266362194,0.00041,0.00091,0.00132,1,Buy@Close(t) Sell@Open(t+1) | EqualWeightOnRemaining,1.0256370650555624
2025-02-14,10,10,-0.00438943026959896,-0.00570943026959896,0.00041,0.00091,0.00132,1,Buy@Close(t) Sell@Open(t+1) | EqualWeightOnRemaining,1.0197812617507116
2025-02-17,10,10,0.009031468242406845,0.007711468242406845,0.00041,0.00091,0.00132,1,Buy@Close(t) Sell@Open(t+1) | EqualWeightOnRemaining,1.027645272564904
2025-02-18,10,10,0.007363049745559692,0.006043049745559692,0.00041,0.00091,0.00132,1,Buy@Close(t) Sell@Open(t+1) | EqualWeightOnRemaining,1.0338553840678029
2025-02-19,10,10,0.00015440458059310926,-0.0011655954194068907,0.00041,0.00091,0.00132,1,Buy@Close(t) Sell@Open(t+1) | EqualWeightOnRemaining,1.0326503269678042
2025-02-20,10,10,0.004241505384445192,0.0029215053844451923,0.00041,0.00091,0.00132,1,Buy@Close(t) Sell@Open(t+1) | EqualWeightOnRemaining,1.0356672204582897
2025-02-21,10,10,0.0012737622261047362,-4.6237773895263816e-05,0.00041,0.00091,0.00132,1,Buy@Close(t) Sell@Open(t+1) | EqualWeightOnRemaining,1.0356193335115196
2025-02-24,10,10,0.0014487111717462543,0.00012871117174625426,0.00041,0.00091,0.00132,1,Buy@Close(t) Sell@Open(t+1) | EqualWeightOnRemaining,1.035752629289419
2025-02-25,10,10,-0.004570588365197181,-0.005890588365197181,0.00041,0.00091,0.00132,1,Buy@Close(t) Sell@Open(t+1) | EqualWeightOnRemaining,1.0296514369021044
2025-02-26,10,10,0.0031741561200469733,0.0018541561200469733,0.00041,0.00091,0.00132,1,Buy@Close(t) Sell@Open(t+1) | EqualWeightOnRemaining,1.0315605714153515
2025-02-27,10,10,0.00894706481695175,0.00762706481695175,0.00041,0.00091,0.00132,1,Buy@Close(t) Sell@Open(t+1) | EqualWeightOnRemaining,1.0394283507561484
2025-02-28,10,10,0.007556729450821876,0.006236729450821876,0.00041,0.00091,0.00132,1,Buy@Close(t) Sell@Open(t+1) | EqualWeightOnRemaining,1.0459109841633285
2025-03-03,10,10,0.0025808352679014207,0.0012608352679014207,0.00041,0.00091,0.00132,1,Buy@Close(t) Sell@Open(t+1) | EqualWeightOnRemaining,1.047229705619247
2025-03-04,10,10,-0.003817032024264336,-0.005137032024264336,0.00041,0.00091,0.00132,1,Buy@Close(t) Sell@Open(t+1) | EqualWeightOnRemaining,1.0418500530847201
2025-03-05,10,10,0.0026313241943717,0.0013113241943717002,0.00041,0.00091,0.00132,1,Buy@Close(t) Sell@Open(t+1) | EqualWeightOnRemaining,1.0432162562662375
2025-03-06,10,10,0.011651440441608428,0.010331440441608428,0.00041,0.00091,0.00132,1,Buy@Close(t) Sell@Open(t+1) | EqualWeightOnRemaining,1.05399418288557
2025-03-07,10,10,0.0071509483754634865,0.0058309483754634866,0.00041,0.00091,0.00132,1,Buy@Close(t) Sell@Open(t+1) | EqualWeightOnRemaining,1.0601399685540145
2025-03-10,10,10,0.0043478976525366305,0.0030278976525366305,0.00041,0.00091,0.00132,1,Buy@Close(t) Sell@Open(t+1) | EqualWeightOnRemaining,1.0633499638761594
2025-03-11,10,10,-0.0007362008392810826,-0.0020562008392810823,0.00041,0.00091,0.00132,1,Buy@Close(t) Sell@Open(t+1) | EqualWeightOnRemaining,1.0611635027879878
2025-03-12,10,10,0.010849396288394927,0.009529396288394927,0.00041,0.00091,0.00132,1,Buy@Close(t) Sell@Open(t+1) | EqualWeightOnRemaining,1.0712757503328358
2025-03-13,10,10,0.013699054874479772,0.012379054874479772,0.00041,0.00091,0.00132,1,Buy@Close(t) Sell@Open(t+1) | EqualWeightOnRemaining,1.0845371316319055
2025-03-14,10,10,0.004376478608697653,0.0030564786086976527,0.00041,0.00091,0.00132,1,Buy@Close(t) Sell@Open(t+1) | EqualWeightOnRemaining,1.0878519961750768
2025-03-17,10,10,0.009784516006708145,0.008464516006708145,0.00041,0.00091,0.00132,1,Buy@Close(t) Sell@Open(t+1) | EqualWeightOnRemaining,1.09706013680963
2025-03-18,10,10,0.0015565536804497241,0.00023655368044972415,0.00041,0.00091,0.00132,1,Buy@Close(t) Sell@Open(t+1) | EqualWeightOnRemaining,1.0973196504226668
2025-03-19,10,10,0.0017653036825358872,0.00044530368253588716,0.00041,0.00091,0.00132,1,Buy@Close(t) Sell@Open(t+1) | EqualWeightOnRemaining,1.0978082909039188
2025-03-20,10,10,0.003817256778478622,0.002497256778478622,0.00041,0.00091,0.00132,1,Buy@Close(t) Sell@Open(t+1) | EqualWeightOnRemaining,1.1005498000998488
2025-03-21,10,10,5.004450678825316e-05,-0.0012699554932117467,0.00041,0.00091,0.00132,1,Buy@Close(t) Sell@Open(t+1) | EqualWeightOnRemaining,1.099152150835659
2025-03-24,10,10,0.00018195602297782894,-0.001138043977022171,0.00041,0.00091,0.00132,1,Buy@Close(t) Sell@Open(t+1) | EqualWeightOnRemaining,1.0979012673505695
2025-03-25,10,10,0.007840527400374412,0.006520527400374412,0.00041,0.00091,0.00132,1,Buy@Close(t) Sell@Open(t+1) | EqualWeightOnRemaining,1.1050601626472345
2025-03-26,10,10,0.005471054397523403,0.004151054397523403,0.00041,0.00091,0.00132,1,Buy@Close(t) Sell@Open(t+1) | EqualWeightOnRemaining,1.1096473274949192
2025-03-27,10,10,0.012960040807724,0.011640040807724,0.00041,0.00091,0.00132,1,Buy@Close(t) Sell@Open(t+1) | EqualWeightOnRemaining,1.122563667669142
2025-03-28,10,10,-0.0006452115327119827,-0.0019652115327119827,0.00041,0.00091,0.00132,1,Buy@Close(t) Sell@Open(t+1) | EqualWeightOnRemaining,1.120357592603235
2025-03-31,10,10,-0.004733757436275483,-0.006053757436275483,0.00041,0.00091,0.00132,1,Buy@Close(t) Sell@Open(t+1) | EqualWeightOnRemaining,1.1135752194957256
2025-04-01,10,10,-0.002085067316889763,-0.003405067316889763,0.00041,0.00091,0.00132,1,Buy@Close(t) Sell@Open(t+1) | EqualWeightOnRemaining,1.1097834209109223
2025-04-02,10,10,-0.0029556555896997454,-0.004275655589699745,0.00041,0.00091,0.00132,1,Buy@Close(t) Sell@Open(t+1) | EqualWeightOnRemaining,1.1050383692239483
2025-04-03,10,10,-0.006466674268245697,-0.007786674268245697,0.00041,0.00091,0.00132,1,Buy@Close(t) Sell@Open(t+1) | EqualWeightOnRemaining,1.0964337953888879
2025-04-07,10,10,-0.031920699819922446,-0.03324069981992245,0.00041,0.00091,0.00132,1,Buy@Close(t) Sell@Open(t+1) | EqualWeightOnRemaining,1.0599875687239477
2025-04-08,10,10,-0.0023032671362161637,-0.0036232671362161637,0.00041,0.00091,0.00132,1,Buy@Close(t) Sell@Open(t+1) | EqualWeightOnRemaining,1.0561469506013925
2025-04-09,10,10,-0.009481385588645936,-0.010801385588645936,0.00041,0.00091,0.00132,1,Buy@Close(t) Sell@Open(t+1) | EqualWeightOnRemaining,1.0447391001496742
