Days,TradeDays,NoTradeDays,FinalEquity,TotalReturn,AnnReturn,AnnVol,Sharpe,MaxDrawdown,Calmar,WinRate,AvgDailyRet,StdDailyRet,AvgTradeDayRet,K,CommissionBpsOneWay,StampTaxBpsSell,TransferFeeBpsOneWay,SlippageBpsOneWay,AvgHold,TradeRule
205,205,0,0.7776861599113287,-0.22231384008867128,-0.2658762498391666,0.12075312173624039,-2.4968737025674317,-0.24472476589786551,-1.0864296830057734,0.35609756097560974,-0.0011964495801816627,0.007606731670209526,-0.0011964495801816627,5,2.0,5.0,0.1,2.0,5.0,Buy@Close(t) Sell@Open(t+1) | EqualWeightOnRemaining | KeepNoTradeDays
205,205,0,0.7573831076811592,-0.24261689231884076,-0.2893651339097909,0.118385603689594,-2.823455287381324,-0.25936538244793284,-1.1156659812408267,0.32682926829268294,-0.0013264145187779173,0.007457592051736103,-0.0013264145187779173,10,2.0,5.0,0.1,2.0,10.0,Buy@Close(t) Sell@Open(t+1) | EqualWeightOnRemaining | KeepNoTradeDays
205,205,0,0.7387151610248717,-0.26128483897512833,-0.3108353993846189,0.11531726082943235,-3.1674309067440616,-0.27985290935614027,-1.1107099086396837,0.3024390243902439,-0.0014494422860416337,0.007264304619710666,-0.0014494422860416337,20,2.0,5.0,0.1,2.0,20.0,Buy@Close(t) Sell@Open(t+1) | EqualWeightOnRemaining | KeepNoTradeDays
