date,K,n_hold,gross_ret,net_ret,buy_cost,sell_cost,roundtrip_cost,is_trade_day,trade_rule,equity
2025-01-10,5,5,-0.0004578719660639762,-0.001777871966063976,0.00041,0.00091,0.00132,1,Buy@Close(t) Sell@Open(t+1) | EqualWeightOnRemaining,0.9982221280339361
2025-01-13,5,5,-0.004987215489149094,-0.006307215489149094,0.00041,0.00091,0.00132,1,Buy@Close(t) Sell@Open(t+1) | EqualWeightOnRemaining,0.991926125966389
2025-01-14,5,5,0.0030423995256423945,0.0017223995256423945,0.00041,0.00091,0.00132,1,Buy@Close(t) Sell@Open(t+1) | EqualWeightOnRemaining,0.9936346190552258
2025-01-15,5,5,0.011939555704593657,0.010619555704593657,0.00041,0.00091,0.00132,1,Buy@Close(t) Sell@Open(t+1) | EqualWeightOnRemaining,1.0041865772422953
2025-01-16,5,5,-0.00043267196416854874,-0.0017526719641685487,0.00041,0.00091,0.00132,1,Buy@Close(t) Sell@Open(t+1) | EqualWeightOnRemaining,1.0024265675815685
2025-01-17,5,5,-0.003503792807459831,-0.004823792807459831,0.00041,0.00091,0.00132,1,Buy@Close(t) Sell@Open(t+1) | EqualWeightOnRemaining,0.9975910695148619
2025-01-20,5,5,0.007364410042762756,0.006044410042762756,0.00041,0.00091,0.00132,1,Buy@Close(t) Sell@Open(t+1) | EqualWeightOnRemaining,1.003620918994008
2025-01-21,5,5,0.0062093760669231415,0.0048893760669231415,0.00041,0.00091,0.00132,1,Buy@Close(t) Sell@Open(t+1) | EqualWeightOnRemaining,1.0085279990956006
2025-01-22,5,5,0.0027145863920450216,0.0013945863920450216,0.00041,0.00091,0.00132,1,Buy@Close(t) Sell@Open(t+1) | EqualWeightOnRemaining,1.0099344785191358
2025-01-23,5,5,0.007886056303977965,0.006566056303977965,0.00041,0.00091,0.00132,1,Buy@Close(t) Sell@Open(t+1) | EqualWeightOnRemaining,1.016565765168421
2025-01-24,5,5,0.011215903267264366,0.009895903267264366,0.00041,0.00091,0.00132,1,Buy@Close(t) Sell@Open(t+1) | EqualWeightOnRemaining,1.0266256016453403
2025-01-27,5,5,0.006302824392914771,0.004982824392914771,0.00041,0.00091,0.00132,1,Buy@Close(t) Sell@Open(t+1) | EqualWeightOnRemaining,1.0317410967356095
2025-02-05,5,5,0.010602307677268982,0.009282307677268982,0.00041,0.00091,0.00132,1,Buy@Close(t) Sell@Open(t+1) | EqualWeightOnRemaining,1.0413180350387925
2025-02-06,5,5,0.0032505897283554076,0.0019305897283554076,0.00041,0.00091,0.00132,1,Buy@Close(t) Sell@Open(t+1) | EqualWeightOnRemaining,1.0433283929411896
2025-02-07,5,5,0.0007637183219194413,-0.0005562816780805587,0.00041,0.00091,0.00132,1,Buy@Close(t) Sell@Open(t+1) | EqualWeightOnRemaining,1.0427480084719751
2025-02-10,5,5,-0.0013489325344562524,-0.0026689325344562524,0.00041,0.00091,0.00132,1,Buy@Close(t) Sell@Open(t+1) | EqualWeightOnRemaining,1.0399649843869248
2025-02-11,5,5,0.007936051994562151,0.006616051994562151,0.00041,0.00091,0.00132,1,Buy@Close(t) Sell@Open(t+1) | EqualWeightOnRemaining,1.0468454467961528
2025-02-12,5,5,0.00266228798031807,0.00134228798031807,0.00041,0.00091,0.00132,1,Buy@Close(t) Sell@Open(t+1) | EqualWeightOnRemaining,1.048250614856638
2025-02-13,5,5,0.004575990214943886,0.003255990214943886,0.00041,0.00091,0.00132,1,Buy@Close(t) Sell@Open(t+1) | EqualWeightOnRemaining,1.05166370860142
2025-02-14,5,5,0.0022656924352049824,0.0009456924352049824,0.00041,0.00091,0.00132,1,Buy@Close(t) Sell@Open(t+1) | EqualWeightOnRemaining,1.052658259015024
2025-02-17,5,5,0.009539158344268798,0.008219158344268798,0.00041,0.00091,0.00132,1,Buy@Close(t) Sell@Open(t+1) | EqualWeightOnRemaining,1.0613102239282708
2025-02-18,5,5,0.009690122202038767,0.008370122202038767,0.00041,0.00091,0.00132,1,Buy@Close(t) Sell@Open(t+1) | EqualWeightOnRemaining,1.0701935201968236
2025-02-19,5,5,0.002661697119474411,0.001341697119474411,0.00041,0.00091,0.00132,1,Buy@Close(t) Sell@Open(t+1) | EqualWeightOnRemaining,1.071629395760152
2025-02-20,5,5,0.01144265392422676,0.01012265392422676,0.00041,0.00091,0.00132,1,Buy@Close(t) Sell@Open(t+1) | EqualWeightOnRemaining,1.08247712926846
2025-02-21,5,5,0.007192343354225158,0.005872343354225158,0.00041,0.00091,0.00132,1,Buy@Close(t) Sell@Open(t+1) | EqualWeightOnRemaining,1.0888338066446204
2025-02-24,5,5,0.005122159421443939,0.003802159421443939,0.00041,0.00091,0.00132,1,Buy@Close(t) Sell@Open(t+1) | EqualWeightOnRemaining,1.092973726360941
2025-02-25,5,5,-0.0069809132218360895,-0.00830091322183609,0.00041,0.00091,0.00132,1,Buy@Close(t) Sell@Open(t+1) | EqualWeightOnRemaining,1.0839010463046719
2025-02-26,5,5,0.006393937349319456,0.005073937349319456,0.00041,0.00091,0.00132,1,Buy@Close(t) Sell@Open(t+1) | EqualWeightOnRemaining,1.0894006923064834
2025-02-27,5,5,0.017775398798286914,0.016455398798286912,0.00041,0.00091,0.00132,1,Buy@Close(t) Sell@Open(t+1) | EqualWeightOnRemaining,1.1073272151495164
2025-02-28,5,5,0.016735383659601213,0.015415383659601213,0.00041,0.00091,0.00132,1,Buy@Close(t) Sell@Open(t+1) | EqualWeightOnRemaining,1.124397089007764
2025-03-03,5,5,0.005124803483486177,0.003804803483486177,0.00041,0.00091,0.00132,1,Buy@Close(t) Sell@Open(t+1) | EqualWeightOnRemaining,1.1286751989688424
2025-03-04,5,5,-0.001037940360605716,-0.002357940360605716,0.00041,0.00091,0.00132,1,Buy@Close(t) Sell@Open(t+1) | EqualWeightOnRemaining,1.126013850163179
2025-03-05,5,5,0.0025800777375698087,0.0012600777375698087,0.00041,0.00091,0.00132,1,Buy@Close(t) Sell@Open(t+1) | EqualWeightOnRemaining,1.1274327151479646
2025-03-06,5,5,0.021765200763940812,0.02044520076394081,0.00041,0.00091,0.00132,1,Buy@Close(t) Sell@Open(t+1) | EqualWeightOnRemaining,1.1504833033569997
2025-03-07,5,5,0.024578110992908474,0.023258110992908476,0.00041,0.00091,0.00132,1,Buy@Close(t) Sell@Open(t+1) | EqualWeightOnRemaining,1.1772413717219647
2025-03-10,5,5,0.011070608705282212,0.009750608705282212,0.00041,0.00091,0.00132,1,Buy@Close(t) Sell@Open(t+1) | EqualWeightOnRemaining,1.188720191689295
2025-03-11,5,5,0.0015030957460403446,0.0001830957460403446,0.00041,0.00091,0.00132,1,Buy@Close(t) Sell@Open(t+1) | EqualWeightOnRemaining,1.1889378412996257
2025-03-12,5,5,0.00043943656980991385,-0.0008805634301900861,0.00041,0.00091,0.00132,1,Buy@Close(t) Sell@Open(t+1) | EqualWeightOnRemaining,1.187890906115808
2025-03-13,5,5,0.020938834056258203,0.0196188340562582,0.00041,0.00091,0.00132,1,Buy@Close(t) Sell@Open(t+1) | EqualWeightOnRemaining,1.2111959406798323
2025-03-14,5,5,0.003988042220473289,0.0026680422204732887,0.00041,0.00091,0.00132,1,Buy@Close(t) Sell@Open(t+1) | EqualWeightOnRemaining,1.2144274625868319
2025-03-17,5,5,0.013107444494962692,0.011787444494962692,0.00041,0.00091,0.00132,1,Buy@Close(t) Sell@Open(t+1) | EqualWeightOnRemaining,1.2287424588952325
2025-03-18,5,5,0.003395715445280075,0.002075715445280075,0.00041,0.00091,0.00132,1,Buy@Close(t) Sell@Open(t+1) | EqualWeightOnRemaining,1.231292978595433
