date,K,code,rank,score,ret_gross,buy_cost,sell_cost,ret_net,trade_rule
2025-01-10,20,601005.SH,1,-0.0577298589050769,0.0,0.00041,0.00091,-0.00132,Buy@Close(t) Sell@Open(t+1)
2025-01-10,20,002266.SZ,2,-0.0606106929481029,0.003389830589294433,0.00041,0.00091,0.002069830589294433,Buy@Close(t) Sell@Open(t+1)
2025-01-10,20,600617.SH,3,-0.0686413943767547,0.00395256906747818,0.00041,0.00091,0.0026325690674781797,Buy@Close(t) Sell@Open(t+1)
2025-01-10,20,000926.SZ,4,-0.0699979066848754,0.0,0.00041,0.00091,-0.00132,Buy@Close(t) Sell@Open(t+1)
2025-01-10,20,002285.SZ,5,-0.0749405622482299,0.0,0.00041,0.00091,-0.00132,Buy@Close(t) Sell@Open(t+1)
2025-01-10,20,600343.SH,6,-0.0754388868808746,-0.001885014176368713,0.00041,0.00091,-0.003205014176368713,Buy@Close(t) Sell@Open(t+1)
2025-01-10,20,600157.SH,7,-0.0760775953531265,-0.006211180090904236,0.00041,0.00091,-0.007531180090904236,Buy@Close(t) Sell@Open(t+1)
2025-01-10,20,601868.SH,8,-0.0773131251335144,0.0,0.00041,0.00091,-0.00132,Buy@Close(t) Sell@Open(t+1)
2025-01-10,20,002316.SZ,9,-0.0787628144025802,0.003246753215789795,0.00041,0.00091,0.0019267532157897951,Buy@Close(t) Sell@Open(t+1)
2025-01-10,20,601619.SH,10,-0.0839512050151825,0.003154574036598205,0.00041,0.00091,0.0018345740365982052,Buy@Close(t) Sell@Open(t+1)
2025-01-10,20,601016.SH,11,-0.0840744376182556,0.0,0.00041,0.00091,-0.00132,Buy@Close(t) Sell@Open(t+1)
2025-01-10,20,002451.SZ,12,-0.0872140526771545,-0.001623376607894897,0.00041,0.00091,-0.002943376607894897,Buy@Close(t) Sell@Open(t+1)
2025-01-10,20,002420.SZ,13,-0.0897337794303894,0.0,0.00041,0.00091,-0.00132,Buy@Close(t) Sell@Open(t+1)
2025-01-10,20,601002.SH,14,-0.0899213403463363,0.0,0.00041,0.00091,-0.00132,Buy@Close(t) Sell@Open(t+1)
2025-01-10,20,603192.SH,15,-0.0908861756324768,0.002722940742969513,0.00041,0.00091,0.0014029407429695128,Buy@Close(t) Sell@Open(t+1)
2025-01-10,20,603212.SH,16,-0.0934018492698669,-0.002024291455745697,0.00041,0.00091,-0.003344291455745697,Buy@Close(t) Sell@Open(t+1)
2025-01-10,20,603931.SH,17,-0.0940989106893539,-0.001343484073877334,0.00041,0.00091,-0.0026634840738773338,Buy@Close(t) Sell@Open(t+1)
2025-01-10,20,002980.SZ,18,-0.0942261070013046,0.0032258063554763787,0.00041,0.00091,0.0019058063554763787,Buy@Close(t) Sell@Open(t+1)
2025-01-10,20,002724.SZ,19,-0.094496265053749,-0.002016129046678543,0.00041,0.00091,-0.003336129046678543,Buy@Close(t) Sell@Open(t+1)
2025-01-10,20,002057.SZ,20,-0.0947310328483581,-0.001422475129365921,0.00041,0.00091,-0.002742475129365921,Buy@Close(t) Sell@Open(t+1)
2025-01-13,20,600239.SH,1,-0.0753835141658783,-0.004081632792949676,0.00041,0.00091,-0.005401632792949676,Buy@Close(t) Sell@Open(t+1)
2025-01-13,20,603308.SH,2,-0.0780315548181533,-0.005632039904594421,0.00041,0.00091,-0.006952039904594421,Buy@Close(t) Sell@Open(t+1)
2025-01-13,20,000927.SZ,3,-0.0789960324764251,-0.008130081295967102,0.00041,0.00091,-0.009450081295967102,Buy@Close(t) Sell@Open(t+1)
2025-01-13,20,002778.SZ,4,-0.084765538573265,-0.012276785373687744,0.00041,0.00091,-0.013596785373687744,Buy@Close(t) Sell@Open(t+1)
2025-01-13,20,600989.SH,5,-0.0861714482307434,0.003021148145198822,0.00041,0.00091,0.0017011481451988221,Buy@Close(t) Sell@Open(t+1)
2025-01-13,20,600663.SH,6,-0.0897587835788726,-0.011627906560897827,0.00041,0.00091,-0.012947906560897827,Buy@Close(t) Sell@Open(t+1)
2025-01-13,20,002012.SZ,7,-0.0966511666774749,-0.00460829496383667,0.00041,0.00091,-0.00592829496383667,Buy@Close(t) Sell@Open(t+1)
2025-01-13,20,000545.SZ,8,-0.0972500294446945,-0.019417475461959842,0.00041,0.00091,-0.020737475461959844,Buy@Close(t) Sell@Open(t+1)
2025-01-13,20,603848.SH,9,-0.0974775254726409,-0.002313030064105987,0.00041,0.00091,-0.0036330300641059868,Buy@Close(t) Sell@Open(t+1)
2025-01-13,20,002798.SZ,10,-0.0979451686143875,-0.002958579957485199,0.00041,0.00091,-0.004278579957485199,Buy@Close(t) Sell@Open(t+1)
2025-01-13,20,603798.SH,11,-0.0984125137329101,-0.012373453378677369,0.00041,0.00091,-0.013693453378677369,Buy@Close(t) Sell@Open(t+1)
2025-01-13,20,000933.SZ,12,-0.101807415485382,-0.008087810277938843,0.00041,0.00091,-0.009407810277938843,Buy@Close(t) Sell@Open(t+1)
2025-01-13,20,600378.SH,13,-0.1032808125019073,-0.008704062104225158,0.00041,0.00091,-0.010024062104225158,Buy@Close(t) Sell@Open(t+1)
2025-01-13,20,000807.SZ,14,-0.1043083369731903,-0.01298701286315918,0.00041,0.00091,-0.01430701286315918,Buy@Close(t) Sell@Open(t+1)
2025-01-13,20,605369.SH,15,-0.1043097376823425,0.0007186489552259439,0.00041,0.00091,-0.0006013510447740561,Buy@Close(t) Sell@Open(t+1)
2025-01-13,20,605196.SH,16,-0.1044720113277435,-0.010135135650634765,0.00041,0.00091,-0.011455135650634765,Buy@Close(t) Sell@Open(t+1)
2025-01-13,20,000633.SZ,17,-0.1065602153539657,0.06714628219604492,0.00041,0.00091,0.06582628219604492,Buy@Close(t) Sell@Open(t+1)
2025-01-13,20,002532.SZ,18,-0.1071389615535736,-0.009756097793579102,0.00041,0.00091,-0.011076097793579102,Buy@Close(t) Sell@Open(t+1)
